2/1/2015 0:05,293,156020,3795
2/1/2015 0:10,306,105923,1957
2/1/2015 0:15,304,146157,3260
2/1/2015 0:20,273,133219,3177
2/1/2015 0:30,251,140841,4025
2/1/2015 0:35,276,129578,3331
2/1/2015 0:40,236,135367,3465
2/1/2015 0:45,274,134864,3278
2/1/2015 0:50,270,151678,2941
2/1/2015 0:55,228,138082,2512
2/1/2015 1:05,190,152058,3712
2/1/2015 1:10,183,132106,3348
2/1/2015 1:15,209,142018,3661
2/1/2015 1:20,178,149719,3968
2/1/2015 1:25,180,137372,3564
2/1/2015 1:30,180,135730,3330
2/1/2015 1:35,175,138992,3335
2/1/2015 1:40,180,135581,3253
2/1/2015 1:45,152,129468,3236
2/1/2015 1:50,149,119915,2282
2/1/2015 1:55,147,121328,1865
2/1/2015 2:00,166,123119,2132
2/1/2015 2:05,126,117387,1987
2/1/2015 2:10,133,38261,748
2/1/2015 2:15,141,111948,1671
2/1/2015 2:20,127,103807,2026
2/1/2015 2:25,147,97522,2293
2/1/2015 2:30,118,91638,2191
2/1/2015 2:35,118,87422,2075
2/1/2015 2:40,116,92833,1958
2/1/2015 2:45,110,90581,2012
2/1/2015 2:50,123,90606,2022
2/1/2015 2:55,121,88156,1512
2/1/2015 3:00,94,92821,1656
2/1/2015 3:05,91,88753,2600
2/1/2015 3:10,76,86534,2436
2/1/2015 3:15,75,85739,2298
2/1/2015 3:20,80,88975,2432
2/1/2015 3:25,52,97593,2845
2/1/2015 3:30,52,101973,2564
2/1/2015 3:35,59,108315,687
2/1/2015 3:40,54,114540,1309
2/1/2015 3:45,55,112828,1430
2/1/2015 3:50,54,121640,1573
2/1/2015 3:55,34,118518,2356
2/1/2015 4:05,0,116411,2163
2/1/2015 4:10,0,111131,2098
2/1/2015 4:15,0,119775,2926
2/1/2015 4:20,0,127799,3519
2/1/2015 4:30,0,119344,2514
2/1/2015 4:35,0,144705,2738
2/1/2015 4:40,0,138032,3278
2/1/2015 4:45,0,141156,3581
2/1/2015 4:50,0,134191,4160
2/1/2015 4:55,0,128313,3880
2/1/2015 5:00,0,131300,4267
2/1/2015 5:05,0,127696,4642
2/1/2015 5:10,0,118979,3737
2/1/2015 5:15,0,103422,3857
2/1/2015 5:20,0,123650,3845
2/1/2015 5:25,0,121714,4912
2/1/2015 5:30,0,119683,4911
2/1/2015 5:35,0,119233,5820
2/1/2015 5:40,0,113486,6451
2/1/2015 5:45,0,110790,5000
2/1/2015 5:50,0,113821,4931
2/1/2015 5:55,0,112625,4703
2/1/2015 6:00,0,115518,5083
2/1/2015 6:05,0,114079,5079
2/1/2015 6:10,0,114117,5053
2/1/2015 6:15,0,115806,4516
2/1/2015 6:20,0,129998,5888
2/1/2015 6:25,0,120900,5935
2/1/2015 6:30,0,119936,5537
2/1/2015 6:35,0,116209,4913
2/1/2015 6:40,0,119421,5908
2/1/2015 6:45,0,118431,5891
