5/1/2015 0:00,288,163374,1051
5/1/2015 0:05,277,158854,952
5/1/2015 0:10,281,150988,1343
5/1/2015 0:15,267,136560,1207
5/1/2015 0:20,216,147741,1273
5/1/2015 0:25,258,143784,2015
5/1/2015 0:30,251,137761,1106
5/1/2015 0:35,247,142178,1259
5/1/2015 0:40,248,136709,1304
5/1/2015 0:45,191,135014,1416
5/1/2015 0:50,218,137526,1480
5/1/2015 0:55,201,137221,1767
5/1/2015 1:00,190,139298,1696
5/1/2015 1:05,186,137447,1708
5/1/2015 1:10,182,125231,1673
5/1/2015 1:15,169,128271,1771
5/1/2015 1:20,165,127428,1519
5/1/2015 1:25,177,130076,1322
5/1/2015 1:30,154,121675,1965
5/1/2015 1:35,154,117698,1474
5/1/2015 1:40,145,123194,1809
5/1/2015 1:45,157,117756,2039
5/1/2015 1:50,147,110581,1785
5/1/2015 1:55,142,95145,1868
5/1/2015 2:00,132,106833,1887
5/1/2015 2:05,151,110374,2110
5/1/2015 2:10,133,96438,2075
5/1/2015 2:15,118,89530,1994
5/1/2015 2:20,134,102094,2662
5/1/2015 2:25,115,102427,2607
5/1/2015 2:30,101,102689,2750
5/1/2015 2:35,118,102938,2436
5/1/2015 2:40,97,101624,2482
5/1/2015 2:45,93,98971,2399
5/1/2015 2:50,104,92374,2033
5/1/2015 2:55,79,90370,2258
5/1/2015 3:00,94,85385,1972
5/1/2015 3:05,81,88660,2671
5/1/2015 3:10,81,89580,2510
5/1/2015 3:15,83,85342,2059
5/1/2015 3:20,64,83594,2059
5/1/2015 3:25,57,83483,2507
5/1/2015 3:30,64,76613,1980
5/1/2015 3:35,61,82234,2158
5/1/2015 3:40,68,76545,1922
5/1/2015 3:45,64,82435,2289
5/1/2015 3:50,57,84233,2618
5/1/2015 3:55,51,83693,1894
5/1/2015 4:00,47,79032,2348
5/1/2015 4:05,51,74007,2305
5/1/2015 4:10,14,76291,2226
5/1/2015 4:15,16,73932,2308
5/1/2015 4:20,33,75367,2304
5/1/2015 4:25,43,77948,1745
5/1/2015 4:30,49,75220,2298
5/1/2015 4:35,36,76456,2321
5/1/2015 4:40,53,74812,2507
5/1/2015 4:45,12,72044,2307
5/1/2015 4:50,34,71981,2271
5/1/2015 4:55,40,68585,2069
5/1/2015 5:00,39,89990,1639
5/1/2015 5:05,57,73740,2206
5/1/2015 5:10,37,89555,2126
5/1/2015 5:15,33,79612,1801
5/1/2015 5:20,42,76268,1625
5/1/2015 5:25,45,122456,1759
5/1/2015 5:30,32,113396,1551
